sn	name
9614	Open Friend Recruitment Event
9615	Open share invite screen
9616	Ayaka Sakai Phantom Thief Pool
9618	Open fireworks crafting screen
10015	Imported Grocery
9609	Yumi Shiina Phantom Thief Pool
9619	Change time to night
9621	Launch Site
9622	Obtain Fireworks Festival Daily Supply Replenishment
9623	Participate in Strange Changes on the Beach to obtain
9624	Participate in Water Gun Fight to obtain
9634	Kira Kitazato Phantom Thief Pool
9636	Exchange Code Screen
9635	Synergy: Kira Kitazato
9630	Summer Event Pt. 2
9631	Summer Tomoko Phantom Thief Pool
9625	Participate in Summer Memories to obtain
9641	Masaki Ashiya Phantom Thief Pool
9642	NB[Fu][642]
9628	Summer Motoha Phantom Thief Pool
9626	Story of Summer Youth
9632	Minami 2.3 Phantom Thief Pool
9637	Futaba Sakura Phantom Thief Pool
9638	NB[Fu][638]
9639	NB[Fu][639]
9640	NB[Fu][640]
9633	NB[Fu][633]
9627	Open the Phantom Thief Attire screen
9629	Participate in Shaved Ice Shuffle to obtain
9643	NB[Fu][643]
9644	NB[Fu][644]
9645	NB[Fu][645]
9649	NB[Fu][649]
9650	NB[Fu][650]
9651	Go to Thieves Den
9652	NB[Fu][652]
9701	2.0 Riko Event - Goal 101
9702	2.0 Riko Event - Goal 102
9703	2.0 Riko Event - Goal 103
9704	2.0 Riko Event - Goal 104
9705	2.0 Riko Event - Goal 105
9706	2.0 Riko Event - Goal 106
9707	2.0 Riko Event - Goal 107
9711	2.0 Riko Event - Goal 201
9712	2.0 Riko Event - Goal 202
9713	2.0 Riko Event - Goal 203
9714	2.0 Riko Event - Goal 204
9715	2.0 Riko Event - Goal 205
9716	2.0 Riko Event - Goal 206
9717	2.0 Riko Event - Goal 207
9718	2.0 Riko Event - Goal 208
9721	2.0 Riko Event - Goal 301
9646	NB[Fu][646]
9647	Metro of Desire
9648	NB[Fu][648]
9722	2.0 Riko Event - Goal 302
9723	2.0 Riko Event - Goal 303
9724	2.0 Riko Event - Goal 304
9725	2.0 Riko Event - Goal 305
9726	2.0 Riko Event - Goal 306
9727	2.0 Riko Event - Goal 307
9731	2.0 Riko Event - Goal 401
9732	2.0 Riko Event - Goal 402
9733	2.0 Riko Event - Goal 403
9734	2.0 Riko Event - Goal 404
9735	2.0 Riko Event - Goal 405
9761	NB[Fu][761]
9762	NB[Fu][762]
9763	NB[Fu][763]
9764	NB[Fu][764]
9765	NB[Fu][765]
9766	NB[Fu][766]
9767	NB[Fu][767]
9771	NB[Fu][771]
9772	NB[Fu][772]
9773	NB[Fu][773]
9774	NB[Fu][774]
9775	NB[Fu][775]
9776	NB[Fu][776]
9777	NB[Fu][777]
9781	NB[Fu][781]
9782	NB[Fu][782]
9783	NB[Fu][783]
9784	NB[Fu][784]
9785	NB[Fu][785]
9786	NB[Fu][786]
9787	NB[Fu][787]
9788	NB[Fu][788]
9791	NB[Fu][791]
9792	NB[Fu][792]
9793	NB[Fu][793]
9794	NB[Fu][794]
9795	NB[Fu][795]
9796	NB[Fu][796]
9797	NB[Fu][797]
9798	NB[Fu][798]
9801	NB[Fu][801]
9802	NB[Fu][802]
9803	NB[Fu][803]
9804	NB[Fu][804]
9805	NB[Fu][805]
9806	NB[Fu][806]
9807	NB[Fu][807]
9808	NB[Fu][808]
9736	2.0 Riko Event - Goal 406
9737	2.0 Riko Event - Goal 407
9738	2.0 Riko Event - Goal 408
9751	2.0 Riko Event - Unlock Now 101
9752	2.0 Riko Event - Unlock Now 102
9753	2.0 Riko Event - Unlock Now 103
9754	2.0 Riko Event - Unlock Now 104
9755	2.0 Riko Event - Unlock Now 105
9756	2.0 Riko Event - Unlock Now 106
9757	2.0 Riko Event - Unlock Now 107
9758	2.0 Riko Event - Unlock Now 108
9759	2.0 Riko Event - Unlock Now 109
9610	Metro of Desire New Route Event
9611	Shadows of Lust and Vanity Challenge
9612	Synergy: Yumi Shiina
10016	Chinese Bun Shop
10017	Crystal Healing
10018	Vending Machine (Kichijoji)
10019	The Velvet Trials
10020	Café
10021	Clinic
9811	NB[Fu][811]
9812	NB[Fu][812]
9813	NB[Fu][813]
9814	NB[Fu][814]
9815	NB[Fu][815]
9816	NB[Fu][816]
9817	NB[Fu][817]
9821	NB[Fu][821]
9822	NB[Fu][822]
9823	NB[Fu][823]
9824	NB[Fu][824]
9825	NB[Fu][825]
9826	NB[Fu][826]
9827	NB[Fu][827]
10022	Batting Cages
10023	Bathhouse
10024	Secondhand Shop
10025	Wholesale Supermarket
10026	Vending Machine (Yongen-Jaya)
9613	Custom Revelation Set
10027	Flower Shop
10028	Cosmetics Store
10029	Accessory Shop
10030	Jewelry Store
10031	Japanese Sundries Shop
10032	Gourmet Supermarket
10033	Movie Theater
10034	Flower Shop
9831	NB[Fu][831]
9832	NB[Fu][832]
9833	NB[Fu][833]
9834	NB[Fu][834]
9835	NB[Fu][835]
9836	NB[Fu][836]
9837	NB[Fu][837]
9841	NB[Fu][841]
9842	NB[Fu][842]
9843	NB[Fu][843]
9844	NB[Fu][844]
9845	NB[Fu][845]
9846	NB[Fu][846]
9847	NB[Fu][847]
9848	NB[Fu][848]
10035	Vending Machine (Shinjuku)
10036	Hinokuniya Bookstore
10037	Convenience Store
10038	Jewelry Store
10039	Home
10040	Convenience Store
10041	Movie Theater
10042	Vending Machine (Shibuya)
10043	Taiheido Bookstore
10044	Crêpe Shop
10045	Beef Bowl Shop
10046	Airsoft Shop
10047	Arcade
10048	Burger Shop
10049	Drugstore
9849	3.0 Riko Event - Goal 409
10050	Yukimi Fujikawa
10051	Diner
10052	Hiyori Koide
10053	Sports Gym
10054	Motoha Arai
10055	Discount Store
10056	The Velvet Room
10057	Read a book
10058	Play a game
10059	Clean
10060	Study
10061	Backstreets
10062	Underground Mall
10063	Red-light District
10064	Classroom Bldg 1F
10065	School Courtyard
10066	Classroom Bldg 2F
10067	School Rooftop
10068	School Main Gate
10069	Zoshigaya
10070	Station Square
10071	Central Street
10072	Shimo-Kitazawa Station
10073	Arms Deals
10074	Cooking
10075	Plants
10076	Craft at the Workbench
10077	Closet
10078	Trade at Thieves' Exchange
10079	City Life
10080	Ichigaya fishing pond
10081	Exchange at Kiuchi's Palace Shop
10082	Exchange at Miyazawa's Palace Shop
10083	Phantom Idol contract
10084	The unseen mastermind
10085	Arms Deals
10086	Contracts
10087	Defeat a Miser
10088	Defeat the Numb Bookworm
10089	Defeat the Violent Martial Artist
10090	Defeat Chaos Shadows
10091	Defeat a Miser
10092	Kiuchi's Palace Progress Rewards
10093	Explore the Metaverse
10094	Main Story Mission Rewards
10095	Metaverse Challenge
10096	Craft at the Workbench (Craftable: %s)
10097	Review of Pass Mission Rewards
10098	Use CBT2 Tutorial Character Gacha
10099	Zoshigaya Produce Store
10100	Heritage Kitchen
10101	Clothing Store
10102	Boutique
10120	First Character Contract
10121	First Arms Deals
10103	School Store
10104	Vending Machine (School)
10105	Purchase at Takemi Medical Clinic
10106	Assist Rewards
10107	Clear Phantom Pass Missions
10108	Trials from the Sea of Souls
10109	Arms Deals (Random)
10110	Sign a Contract (Random)
10111	Club Bulletin Board
10112	Go to Ichigaya
10113	Display Case
10114	Band Club
10115	Soccer Team
10116	Capsule Machine
10117	Capsule Machine
10118	Capsule Machine
10119	NB[Fu][119]
10198	Craft at the Workbench
10199	Convert materials (possible: %s)
10122	Nagiuri Bookstore
10200	Purchase with Meta Jewels
10201	Premium Pass
10202	Purchase at Marthym's Shop
10203	Band Badge Exchange
10204	Soccer Badge Exchange
10205	Vending Machine (Zoshigaya)
10206	Purchase at Marthym's Shop
10207	Purchase at Marthym's Shop
10208	Purchase at Marthym's Shop
10209	Purchase Marthym's Rewards Card
10210	Exclusive Arms Deals
10211	Purchase at Marthym's Shop
10214	Mindscape
10216	Plant Mystical Seeds
20001	Passionate Aroma
20002	Elegant Fragrance VII
20003	Passionate Aroma IV
20050	Realm of Repression: Training Materials
20051	Realm of Repression: Persona
20052	Realm of Repression: Revelations
21000	Pursuit of Persona Challenge
21001	Realm of Repression Challenge
21002	Pursuit of Honor Challenge
21003	Pursuit of Parts Challenge
21004	Pursuit of Treasure Challenge
21005	Pursuit of Persona Challenge
21006	Alluring Aroma Challenge
21007	Gear Forging Challenge
21008	Enlightenment Challenge
21009	Equipment Casting Challenge
21010	Enlightenment Challenge
21011	Mellow Aroma Challenge
21012	Equipment Ores Challenge
21013	Words of Harmony
21014	Words of Life
21015	Words of Bonds
21016	Words of Feuds
21017	Words of Ruling
10218	Plant Unknown Seeds
21018	Words of Pleasure
21019	Words of Indolence
21020	Words of Instinct
21021	Words of Nature
21022	Words of Sovereignty
21023	Words of Serenity
21110	Defeat Obariyon (Random)
21120	Defeat Succubus (Random)
21130	Defeat Angel (Random)
21140	Defeat Matador (Random)
21150	Defeat Kin-Ki (Random)
21160	Defeat Anzu (Random)
21170	Defeat Phoenix (Random)
21180	Defeat Clotho (Random)
21190	Defeat Fuu-Ki (Random)
21200	Defeat Black Ooze (Random)
21210	Defeat Zouchouten (Random)
21220	Defeat Ara Mitama (Random)
21230	Defeat Jatayu (Random)
21240	Defeat Mothman (Random)
21250	Defeat Kaiwan (Random)
21260	Defeat Thoth (Random)
21270	Defeat Mithras (Random)
21280	Defeat Dakini (Random)
21290	Defeat Bugs (Random)
21300	Defeat Pazuzu (Random)
21310	Defeat Kumbhanda (Random)
21320	Defeat Hecatoncheires (Random)
21330	Defeat Kushinada (Random)
21340	Defeat Girimehkala (Random)
21350	Defeat Surt (Random)
21360	Defeat Black Rider (Random)
21370	Defeat Cerberus (Random)
21380	Defeat Raja Naga (Random)
21390	Defeat Barong (Random)
21400	Defeat Quetzalcoatl (Random)
21410	Defeat Nebiros (Random)
21420	Defeat Oberon (Random)
21430	Defeat Dionysus (Random)
21431	Defeat Jack-o'-Lantern (Random)
21432	Defeat Bicorn (Random)
21433	Defeat Hua Po (Random)
21434	Defeat Suzaku (Random)
21435	Defeat Kodama (Random)
21436	Defeat Orobas (Random)
21700	Open the Persona screen
21800	Recollections
21900	The Velvet Trials
21901	Trials from the Sea of Souls
21902	Special Contracts (Random)
21904	Purchase at Exchange Shop
21905	Trials from the Sea of Souls
22000	Realm of Repression: Pursuit of Persona
22001	Realm of Repression: Pursuit of Honor
22002	Realm of Repression: Pursuit of Parts
22003	Realm of Repression: Pursuit of Treasure
22004	Realm of Repression: Passionate Aroma
22005	Realm of Repression: Elegant Aroma
22006	Realm of Repression: Alluring Aroma
22007	Realm of Repression: Equipment Plan
22008	Realm of Repression: Equipment Parts
22009	Realm of Repression: Equipment Casting
22010	Realm of Repression: Enlightenment
22011	Realm of Repression: The Scent of New Leaves
22012	Realm of Repression: Gear Forging
22013	Realm of Repression: Words of Harmony
22014	Realm of Repression: Words of Life
21903	Trade at the Fortune stage
22015	Realm of Repression: Words of Bonds
22016	Realm of Repression: Words of Feuds
22017	Realm of Repression: Words of Ruling
22018	Realm of Repression: Words of Pleasure
22019	Realm of Repression: Words of Indolence
22020	Realm of Repression: Words of Instincts
22501	Realm of the Ruined: Strange Castle
22502	Realm of the Ruined: Relativity's Labyrinth
22503	Realm of the Ruined: Battle at the Castle
23001	Defeat Obariyon (Random)
23002	Defeat Succubus (Random)
23003	Defeat Angel (Random)
23004	Defeat Matador (Random)
23005	Defeat Anzu (Random)
23006	Defeat Fuu-Ki (Random)
23007	Defeat Kin-Ki (Random)
23008	Defeat Jatayu (Random)
23009	Defeat Mothman (Random)
23010	Defeat Bugs (Random)
23501	Realm of Repression: Words of Harmony
23502	Realm of Repression: Words of Life
23503	Realm of Repression: Words of Bonds
23504	Realm of Repression: Words of Feuds
23505	Realm of Repression: Words of Ruling
23506	Realm of Repression: Words of Pleasure
23507	Realm of Repression: Words of Indolence
25030	Thieves Den: Transformation Device
25031	Thieves Den: Transformation Device
25032	Thieves Den: Transformation Device
25033	Thieves Den: Transformation Device
25034	Thieves Den: Transformation Device
25035	Thieves Den: Transformation Device
25036	Thieves Den: Transformation Tile
25037	Thieves Den: Transformation Device
23508	Realm of Repression: Words of Instincts
24001	Defeat Kiuchi's Shadow (Random)
24031	Head to the Strange Castle
24032	Head to the Strange Castle
25000	Chamber of Recollections
25001	Kiuchi's Palace Shadow Drop
25080	Thieves Den: View Furniture Details
25081	Thieves Den: View Furniture Details
25082	Thieves Den: View Furniture Details
25083	Thieves Den: View Furniture Details
25084	Thieves Den: View Furniture Details
25085	Thieves Den: View Furniture Details
25086	Thieves Den: View Furniture Details
25087	Thieves Den: View Furniture Details
25088	Thieves Den: View Furniture Details
25016	Thieves Den - Video Viewing Area
25089	Thieves Den: View Furniture Details
25090	Thieves Den: View Furniture Details
25091	Thieves Den: View Furniture Details
25002	Miyazawa's Palace Shadow Drop
25003	Path of Qimranut Shadow Drop
25004	Path of Aiyatsbus Shadow Drop
25010	Thieves Den - Music
25011	Thieves Den - Illustrations
25012	Thieves Den - Palace Information
25013	Thieves Den - Furniture
25014	Thieves Den - Furniture Settings
25015	Thieves Den - Purchase Furniture
25099	Challenge Metro of Desire
26000	Take on Nightmare's Gateway
26001	Take on Nightmare's Gateway
26002	Take on Nightmare's Gateway
27000	Enter the first stage of the collaboration story
27001	Enter the first stage of the second collaboration story
27002	Enter the first stage of the third collaboration story
27500	Popup display for challenge unlock
27501	Popup for starting exploration of the collaboration event stage
30000	The Velvet Trials
30001	Change Mementos Floor
31002	Pursuit of Honor
31003	Pursuit of Parts
31004	Pursuit of Treasure
31005	Pursuit of Persona
31006	Alluring Aroma
31007	Gear Forging
31008	Enlightenment
31009	Equipment Casting
31010	Enlightenment
31011	Mellow Aroma
31012	Equipment Ores
31013	Words of Harmony
31014	Words of Life
25038	Thieves Den: Transformation Tile
25039	Thieves Den: Transformation Tile
25040	Thieves Den: Transformation Tile
25041	Thieves Den: Transformation Tile
25042	Thieves Den: Transformation Tile
25043	Thieves Den: Transformation Tile
25044	Thieves Den: Transformation Tile
25045	Thieves Den: Transformation Tile
25047	Thieves Den: Transformation Tile
25048	Thieves Den: Transformation Tile
25049	Thieves Den: Transformation Tile
25050	Thieves Den: Transformation Tile
25051	Thieves Den: Transformation Tile
25052	Thieves Den: Transformation Tile
25053	Thieves Den: Transformation Tile
25054	Thieves Den: Transformation Tile
25055	Thieves Den: Transformation Tile
25056	Thieves Den: Transformation Tile
25057	Thieves Den: Transformation Tile
25058	Thieves Den: Transformation Tile
25059	Thieves Den: Transformation Tile
25060	Thieves Den: Transformation Tile
25061	Thieves Den: Transformation Tile
31015	Words of Bonds
31016	Words of Feuds
31017	Words of Ruling
31018	Words of Pleasure
31019	Words of Indolence
31020	Words of Instincts
31021	Words of Nature
31022	Words of Monarchy
31023	Words of Serenity
31024	Pursuit of Starshot
31110	Defeat Obariyon (Random)
31120	Defeat Succubus (Random)
31130	Defeat Angel (Random)
31140	Defeat Matador (Random)
31150	Defeat Kin-Ki (Random)
31160	Defeat Anzu (Random)
31170	Defeat Phoenix (Random)
31180	Defeat Clotho (Random)
31190	Defeat Fuu-Ki (Random)
31200	Defeat Black Ooze (Random)
31210	Defeat Zouchouten (Random)
31220	Defeat Ara Mitama (Random)
31230	Defeat Jatayu (Random)
31240	Defeat Mothman (Random)
31250	Defeat Kaiwan (Random)
31260	Defeat Thoth (Random)
31270	Defeat Mithras (Random)
31280	Defeat Dakini (Random)
31290	Defeat Bugs (Random)
31300	Defeat Pazuzu (Random)
31310	Defeat Kumbhanda (Random)
31320	Defeat Hecatoncheires (Random)
31330	Defeat Kushinada (Random)
31340	Defeat Girimehkala (Random)
31350	Defeat Surt (Random)
31360	Defeat Black Rider (Random)
31370	Defeat Cerberus (Random)
31380	Defeat Raja Naga (Random)
31390	Defeat Barong (Random)
31400	Defeat Quetzalcoatl (Random)
31410	Defeat Nebiros (Random)
31420	Defeat Oberon (Random)
31430	Defeat Dionysus (Random)
31431	Defeat Jack-o'-Lantern (Random)
31432	Defeat Bicorn (Random)
31433	Defeat Hua Po (Random)
31434	Defeat Suzaku (Random)
31435	Defeat Kodama (Random)
31436	Defeat Orobas (Random)
32000	Raffle
32001	Angel's Diagnosis
32002	Crossroads of Fate
32003	Yusuke Phantom Thief Pool
32004	Brawl Bots
32005	Orange Tabby
32006	Yaoling Li Phantom Thief Pool
32007	Nishimori Phantom Thief Pool
32013	Clear the impurity
33001	Trade with Repression Medals III
33002	Trade with Repression Medals III
33003	Trade with Repression Medals III
33004	Trade with Repression Medals III
33005	Trade with Repression Medals III
33006	Trade with Repression Medals III
33007	Trade with Repression Medals III
33008	Trade with Repression Medals III
33009	Trade with Repression Medals III
32014	Riko's Main Event Pt. 2
33010	Trade with Repression Medals II
32999	2.4 Activity Support Cu Chulainn Exchange
32010	Spin to Win Raffle Pt. 2
32009	Riko's Main Event
32012	Summer Event Pt. 2
33011	Trade with Repression Medals II
32016	Tycoon Support Activities
32015	Collaboration Event 3 Pt. 1
32011	Summer Event Pt. 1
33012	Trade with Repression Medals II
33013	Trade with Repression Medals II
33014	Trade with Repression Medals II
33015	Trade with Repression Medals II
32008	Puzzle Event
33016	Trade with Repression Medals II
33017	Trade with Repression Medals II
33018	Trade with Repression Medals II
33019	Trade with Repression Medals II
33020	Trade with Repression Medals II
33021	Trade with Repression Medals II
33022	Trade with Repression Medals II
33023	Trade with Repression Medals II
33024	Trade with Repression Medals II
33025	Trade with Repression Medals II
33026	Trade with Repression Medals II
33027	Trade with Repression Medals II
33028	Trade with Repression Medals II
33029	Trade with Repression Medals II
33030	Trade with Repression Medals II
33031	Trade with Repression Medals II
33032	Trade with Repression Medals II
33033	Trade with Repression Medals II
33034	Trade with Repression Medals I
33035	Trade with Repression Medals I
33036	Trade with Repression Medals I
33037	Trade with Repression Medals I
33038	Trade with Repression Medals I
33039	Trade with Repression Medals I
33040	Trade with Repression Medals I
33041	Trade with Repression Medals I
33042	Trade with Repression Medals I
32017	Collaboration Event 3 Pt. 2
33043	Trade with Repression Medals I
33044	Trade with Repression Medals I
33045	Trade with Repression Medals I
33046	Trade with Repression Medals I
33047	Trade with Repression Medals I
32019	Riko's Main Event Pt. 2
32018	Trial of Thorns Phase 2
33048	Trade with Repression Medals I
33049	Trade with Repression Medals I
33050	Trade with Repression Medals I
33051	Trade with Repression Medals I
32998	3.0 Support Event Black Frost Exchange
33052	Trade with Repression Medals I
33053	Trade with Repression Medals I
33054	Trade with Repression Medals I
33055	Trade with Repression Medals I
33056	Trade with Repression Medals I
33057	Trade with Repression Medals I
33058	Trade with Repression Medals I
33067	Trade with Repression Medals IV
33068	Trade with Repression Medals IV
33069	Trade with Repression Medals IV
33059	Trade with Repression Medals I
33060	Trade with Repression Medals I
33061	Trade with Repression Medals IV
33062	Trade with Repression Medals IV
33063	Trade with Repression Medals IV
35000	Path of Qimranut - Velvet Room
35001	Path of Aiyatsbus - Velvet Room
35002	Path of Qimranut - Velvet Room (The Velvet Trials)
35003	Path of Qimranut - Velvet Room (Trials from the Sea of Souls)
35100	Trade with Clear Cognigems
35101	Trade with Violet Cognigems
35102	Trade with Repression Medals I
35103	Trade with Repression Medals II
35104	Trade with Repression Medals III
33064	Trade with Repression Medals IV
33065	Trade with Repression Medals IV
33066	Trade with Repression Medals IV
35105	Trade with Repression Medals IV
35106	Palace Exploration Rewards
35107	Trade Cognition Crystals at Marthym's Shop
35108	Raffle
35109	Crossroads of Fate
35110	Thieves' Exchange
35111	Send 'Em Flying
35114	Contracts: Cognitive Selection Trade
36000	Crossroads of Fate: Museum Arc
36001	Sinners of Vanity and Gluttony
36002	Relativity's Labyrinth
36003	Crossroads of Fate: Bank Arc
36005	Crossroads of Fate: Pyramid Arc
36006	Crossroads of Fate: Spaceport Arc
40001	Open the Brawl Bots event screen
40002	Pass - Brawl Bots Stage 6
40003	Pass - Brawl Bots Stage 8
50001	Collect capsules
60001	Jump to Thief Tryout event screen
60003	Enter Thief Tryout
60101	Special Messa missions
100001	Ayaka Sakai's Synergy Story BGM - Start
100002	Ayaka Sakai's Synergy Story BGM - Stop
35113	Cycle of Fate
3001001	The free camera view is directed behind the player.
33070	Trade with Repression Medals IV
300200	Look up
300201	Try sitting
300202	Observe the trees
300203	Go to the station
300204	Look at graffiti
300300	Thinking
2102101	Move to the intersection
35112	Unconditional Love Phase 1
2102102	Move to the intersection
2102103	Move to the intersection
60004	Strange Changes on the Beach: Fun in the Sun
60005	Strange Changes on the Beach: Fun in the Sun - Challenge
60011	Complete the side quest Special Treatment
60006	Strange Changes on the Beach: Waves of Fun
60007	Strange Changes on the Beach: Waves of Fun - Challenge
60008	Enter Thief Tryout - Strange Changes on the Beach: Fun in the Sun
60012	Complete the side quest Flowers and Boys
60009	Enter Thief Tryout - Strange Changes on the Beach: Waves of Fun
60102	Knight's Judgment
60010	Complete the side quest The Little Mermaid Dreams of The Prince
2102104	Move to the intersection
2102105	Move to the intersection
2102106	Move to the intersection
2102107	Move to the intersection
2102108	Move to the intersection
2102109	Move to the intersection
60002	Clear Ayaka Sakai's Synergy mission Lend an Ear
2102110	Move to the intersection
2102200	Go inside
2102203	Never mind
2102204	Go inside
2102205	Answer the phone
2102206	Hand over luggage
2102207	Get a coffee
2102208	Let's see it.
2102209	Shichi-kun's Dance
2102210	See you.
2102211	See you.
36004	Shadows of Lust and Vanity
36009	Switch to Main Story Mission
2901401	Take a photo
1011201	Go inside
5502100	Go to Area 2
5600000	Return to Path of Aiyatsbus
5602000	Return to Path of Qimranut
5602001	Return to Path of Qimranut
5604000	Return to Path of Aiyatsbus
5608000	Return to Path of Aiyatsbus
5600999	Return to the city
5502300	Let's go.
5502301	Let's wait a bit longer.
5504204	Take on the Strong Enemy
5504205	Take on the Strong Enemy
5504206	Take on the Strong Enemy
60013	Complete the side quest I Love You
60017	Synergy Mission Event - Yui - Early Release
60018	Complete the side quest A Meeting in the Digital World
5504100	Return to Area 1
5504101	Go to Area 3
5504300	Let's go.
5504301	Let's wait a bit longer.
60201	Trial of Thorns
60202	Total Score
5505001	Return to Area 2
5505002	Go to Area 4
61001	Go to Persona Level Up
61002	Jump to Trials from the Sea of Souls
61003	Jump to Velvet Trials
61004	Jump to Nightmare's Gateway
61005	Trials from the Sea of Souls
61006	Kiuchi's Palace Progress
61007	Miyazawa's Palace Progress
61008	Katayama's Palace Progress
61009	Akashi's Palace Progress
61010	Crossroads of Fate: Castle Arc
61011	Crossroads of Fate: Museum Arc
61012	Crossroads of Fate: Pyramid Arc
61013	Path of Qimranut Ticket Level
61014	Path of Aiyatsbus Ticket Level
61015	Path of Qimranut Entrance
61016	Defeat Takeyuki "Cupid" Kiuchi
61017	Defeat Hiromu "Aegipan" Miyazawa
61018	Defeat Kumi "Kiskil-lilla" Katayama
61023	Complete the Main Story
61024	Make Merope your exclusive concierge
61025	Advance schedule
61026	Increase Social Stats
61027	Increase Synergy Level
61019	City Life Activities
61020	Go to the Clinic
61021	Go to Gacha
61022	Jump to Phantom Thieves
5505009	Enter Room
5505010	Enter Room
5505011	Enter Room
5505012	Enter Room
5505201	Take on the Strong Enemy
5505202	Take on the Strong Enemy
5505203	Take on the Strong Enemy
5505204	Take on the Strong Enemy
5505300	Let's go.
5504302	Let's go.
5504303	Let's wait a bit longer.
5505301	Let's wait a bit longer.
5506302	Let's go.
5506303	Let's wait a bit longer.
5506310	Let's go.
5506311	Let's wait a bit longer.
5603001	Return to Path of Aiyatsbus
5506001	Return to Area 2
5506002	Go to the depths
5506003	Enter Room
5506004	Enter Room
5506005	Enter Room
5506006	Enter Room
5506018	Enter Room
5506201	Take on the Strong Enemy
5506202	Take on the Strong Enemy
5506203	Take on the Strong Enemy
5506204	Take on the Strong Enemy
5506205	Take on the Strong Enemy
5506300	Let's go.
5506301	Let's wait a bit longer.
5605001	Return to Path of Aiyatsbus
5509006	Go to Path of Aiyatsbus
5509007	Return to Area 3
5509008	Take on the Strong Enemy
5510001	Return to the Path of Qimranut
5510002	Go to Area 2
5510003	Enter the palace
5510010	Enter Room
5510009	Enter Room
5510011	Enter Room
5510201	Take on the Strong Enemy
5510202	Take on the Strong Enemy
5510203	Take on the Strong Enemy
5510300	Let's go.
5510301	Let's wait a bit longer.
5510302	Let's go.
5510303	Let's wait a bit longer.
5601001	Return to Path of Aiyatsbus
5004001	See you.
28000901	See you.
21021201	See you.
28010201	See you.
2800101	See you.
5520003	Enter the palace
2800102	Try touching it
281001	Go to the platform
281002	Take a short break
281003	Let's go.
281004	See you.
5000301	Talk about photography
5000302	Never mind.
5010601	Go to the hotel
5511001	Return to Area 1
5511002	Go to Area 3
5511003	Enter Room
5511004	Enter Room
5511005	Enter Room
5511201	Take on the Strong Enemy
5511202	Take on the Strong Enemy
5511203	Take on the Strong Enemy
5511204	Take on the Strong Enemy
5511300	Let's go.
5511301	Let's wait a bit longer.
5606001	Return to the Path of Qimranut
5512001	Return to Area 2
5512002	Go to Area 4
5512003	Enter Room
5512004	Enter Room
5512017	Enter Room
5512201	Take on the Strong Enemy
5512202	Take on the Strong Enemy
5512203	Take on the Strong Enemy
5512204	Take on the Strong Enemy
5512300	Let's go.
5512301	Let's wait a bit longer.
5513001	Return to Area 3
5513002	Go to Area 5
5513003	Enter Room
5513004	Enter Room
5513005	Enter Room
5513006	Enter Room
5513201	Take on the Strong Enemy
5513202	Take on the Strong Enemy
5513203	Take on the Strong Enemy
5513204	Take on the Strong Enemy
5513205	Take on the Strong Enemy
5513300	Let's go.
5513301	Let's wait a bit longer.
5514001	Return to Area 2
5514002	Go to Area 4
5514003	Enter Room
5514004	Enter Room
5514005	Enter Room
5514006	Enter Room
5514201	Take on the Strong Enemy
5514202	Take on the Strong Enemy
5514203	Take on the Strong Enemy
5514204	Take on the Strong Enemy
5514300	Let's go.
5514301	Let's wait a bit longer.
5607001	Return to the Path of Qimranut
6000000	Stage
5523001	Return to Area 3
5523002	Go to Area 5
5523010	Enter Room
5523011	Enter Room
5523012	Enter Room
5523013	Enter Room
5524001	Return to Area 4
5524002	Go to Area 6
5524010	Enter Room
5524011	Enter Room
5524012	Enter Room
5524013	Enter Room
7999998	Error: tnxotb-[Func_name_7999998]
7999999	Stage
5520001	Return to Path of Aiyatsbus
5520002	Go to Area 2
5520010	Enter Room
5520011	Enter Room
5523201	Take on the Strong Enemy
5523202	Take on the Strong Enemy
5523203	Take on the Strong Enemy
5523204	Take on the Strong Enemy
5524201	Take on the Strong Enemy
5524202	Take on the Strong Enemy
5524203	Take on the Strong Enemy
5524204	Take on the Strong Enemy
5520012	Enter Room
5521001	Return to Area 1
5521002	Go to Area 3
5521010	Enter Room
5521011	Enter Room
5521012	Enter Room
10010001	Closet
5522101	Enter Room
5522102	Enter Room
5522103	Enter Room
5522004	Return to Area 2
5522005	Go to Area 4
10190001	Display Case
5522201	Take on the Strong Enemy
5522202	Take on the Strong Enemy
5522012	Take on the Strong Enemy
5521201	Take on the Strong Enemy
5522301	Return to Area 2
5522302	Go to Area 4
5521202	Take on the Strong Enemy
5521203	Take on the Strong Enemy
5520201	Take on the Strong Enemy
5520202	Take on the Strong Enemy
5520203	Take on the Strong Enemy
100100	Move after unlocking Trials from the Sea of Souls TL
100101	Trial from the Sea of Souls unlock TL - Show protagonist's weapon
100102	Trial from the Sea of Souls unlock TL - Hide protagonist's weapon
20021000	Talk to Lufel in the one-time dungeon
20021001	Take on the Strong Enemy
20021002	Take on the Strong Enemy
20021003	Take on the Strong Enemy
20021004	Take on the Strong Enemy
20021005	Take on the Strong Enemy
20021006	Take on the Strong Enemy
20021007	Take on the Strong Enemy
20021008	Take on the Strong Enemy
20021016	Take on the Strong Enemy
20022001	Take on the Strong Enemy
20022002	Take on the Strong Enemy
20022003	Take on the Strong Enemy
20022004	Take on the Strong Enemy
20022005	Take on the Strong Enemy
20022006	Take on the Strong Enemy
20022007	Take on the Strong Enemy
20022008	Take on the Strong Enemy
20023001	Take on the Strong Enemy
