sn	name	desc
6032	Electromagnetic Pulse-F3	<color=#FF423F>Electromagnetic Pulse-F3</color>: When a <color=#fffc40>Combat Drone</color> attacks	 1 random foe will be Marked. When a Marked foe is attacked	 spend Mark to deal a guaranteed critical hit.
7001	Special Effect	When Dvesha's Nose is present	 all of Dvesha's Mouth's affinities change from Resist to Null.
7002	Special Effect	When all of Dvesha's parts are revived	 its healing effect is increased.
7003	Special Effect	Dvesha's Nose can attack even without twitching.
7004	Special Effect	When Dvesha's Eye is defeated	 the other parts will be strengthened.
7005	Special Effect	Dvesha's Eye can place Watchful Eye on 2 foes at the same time.
7006	Special Effect	Targets marked by Koumokuten's Eye of Heaven take 50% increased damage. Koumokuten's Attack is increased by 40%.
7011	Special Effect	All foes' Defense is increased by 10%.
7012	Special Effect	All foes' max HP is increased by 10%.
7013	Special Effect	All foes' Attack is increased by 10%.
7014	Special Effect	All foes' damage is increased by 10%.
7015	Special Effect	All foes' damage taken is decreased by 10%.
7021	Special Effect	All foes' Defense is increased by 20%.
7022	Special Effect	All foes' max HP is increased by 20%.
7023	Special Effect	All foes' Attack is increased by 20%.
7030	Special Effect	Party's damage is greatly increased	 and damage taken is greatly decreased.
7031	Special Effect	When its guards are present	 all of Irshya's affinities change from Resist to Null.
7032	Special Effect	Decrease allies' damage increase from Power of Money.
7033	Special Effect	The effect of Incentivization on guards is increased.
7034	Special Effect	Guards' HP is greatly increased.
7035	Special Effect	At the end of Piggytron's action	 the effect of Berserk is increased.
7041	Special Effect	When Cheerleaders are present	 all of Shadow Kiuchi's affinities change to Resist.
7042	Special Effect	When preparing	 the number of foes targeted by Lock On increases to 2.
7043	Special Effect	Cheerleaders' HP is greatly increased.
7044	Special Effect	At the start of the turn	 gain 1 stack of Aphrodite's Blessing. Lose 1 stack when taking damage of the same attribute	 and gain 1 stack when taking damage of a different attribute. Aphrodite's Blessing: Start with 2 stacks. Damage taken decreases by 15% for each stack. Stacks up to 5 times.
7045	Special Effect	Each time Windswept is inflicted	 damage increases by 15%. Stacks up to 8 times.
7051	Special Effect	When a Demon Sword Clone is attacked	 Shadow Miyazawa's Attack buffs become permanent.
7052	Special Effect	At the start of the action	 gain 1 stack of Pan's Protection. Lose 1 stack when taking damage of a different attribute	 and gain 1 stack when taking damage of the same attribute. Start with 2 stacks. Damage taken is decreased by 15% for each stack. Stacks up to 5 times.
7053	Special Effect	When brainwashed	 damage dealt becomes normal attack damage.
7054	Special Effect	When entering the screen	 restore 15% HP.
7055	Special Effect	When exiting the screen	 Attack is permanently increased by 15%.
7061	Special Effect	When Moha uses Wing Blast	 1 additional foe will be Marked	 increasing their damage taken by 25%.
7062	Special Effect	The required Wrath for Moha to use Rapid Ascent is reduced to 8.
7063	Special Effect	The damage of Moha's Sphinx Dive is greatly increased.
7064	Special Effect	Allies' Ballista Energy gain rate is decreased by 50%.
7065	Special Effect	Increase the effect of Moha's Growth	 and gain Growth every turn.
7071	Special Effect	When Avidya uses Work Order	 summon 2 additional Corporobo MDL-AM and Corporobo MDL-DM.
7072	Special Effect	Performance Evaluation selects 1 additional ally.
7073	Special Effect	Overtime Order selects 1 additional ally.
7074	Special Effect	When Avidya activates Selfless Devotion	 2 allies are selected at the same time	 and their self-destruct damage is greatly increased.
7075	Special Effect	Corporobo MDL-ED's stats are greatly increased. If Corporobo MDL-ED is present when Corporobo MDL-GM is defeated	 it immediately summons another Corporobo MDL-GM.
8001	Special Effect	All foes' Attack is increased by 10%.
8002	Special Effect	All foes' Attack is increased by 25%.
8003	Special Effect	All foes' Attack is increased by 50%.
8004	Special Effect	All foes' max HP is increased by 25%.
8005	Special Effect	All foes' max HP is increased by 50%.
8006	Special Effect	All foes' max HP is increased by 100%.
8007	Special Effect	All allies' Attack is decreased by 10%.
8008	Special Effect	All allies' Attack is decreased by 25%.
8009	Special Effect	All allies' Attack is decreased by 50%.
8010	Special Effect	All allies' Defense is decreased by 15%.
8011	Special Effect	All allies' Defense is decreased by 30%.
8012	Special Effect	All allies' Defense is decreased by 60%.
8013	Special Effect	All allies' max HP is decreased by 10%.
8014	Special Effect	All allies' max HP is decreased by 20%.
8015	Special Effect	All allies' max HP is decreased by 40%.
8016	Special Effect	All allies' healing effect is decreased by 20%.
8017	Special Effect	All allies' shield effect is decreased by 10%.
8018	Special Effect	Elucidator allies' prep time is increased by 2 turns.
8019	Special Effect	Decreases allies' Fire	 Ice	 Electric	 and Wind damage by 40%.
8020	Special Effect	Decreases allies' Psy	 Nuclear	 Bless	 and Curse damage by 40%.
8021	Special Effect	The Highlight gauge refills 35% slower.
8022	Special Effect	The Highlight gauge refills 60% slower.
8023	Special Effect	End the battle within 80 turns without any allies defeated.
8024	Special Effect	End the battle within 60 turns without any allies defeated.
8025	Special Effect	End the battle within 40 turns without any allies defeated.
8026	Special Effect	Decreases allies' Fire	 Ice	 Electric	 and Wind damage by 80%.
8027	Special Effect	Decreases allies' Psy	 Nuclear	 Bless	 and Curse damage by 80%.
8028	Special Effect	Elucidator allies' prep time is increased by 6 turns.
8029	Special Effect	All allies' healing effects are decreased by 45%.
8030	Special Effect	All allies' shield effects are decreased by 25%.
8031	Special Effect	All allies' healing effects are decreased by 100%.
8032	Special Effect	All allies' shield effects are decreased by 40%.
8101	Special Effect	The Wraith of Envy will continuously summon minions to fight.
8102	Special Effect	The Wraith of Envy can Lock On to 1 more target	 and its max HP is increased by 80%.
8103	Special Effect	When the Wraith of Envy locks on to a target	 its Attack increases by 10%	 and the target's damage taken increases by 10%.
8104	Special Effect	When the Wraith of Envy locks on to a target	 its Attack increases by 20%	 and the target's damage taken increases by 25%.
8105	Special Effect	When the Wraith of Envy locks on to a target	 its Attack increases by 30%	 and the target's damage taken increases by 40%.
8106	Special Effect	The damage of the Wraith of Envy's Dark Whisper is increased by 15% and its Attack is increased by 10%.
8107	Special Effect	The damage of the Wraith of Envy's Dark Whisper is increased by 35% and its Attack is increased by 25%.
8108	Special Effect	The damage of the Wraith of Envy's Dark Whisper is increased by 60% and its Attack is increased by 40%.
8109	Special Effect	The Wraith of Envy gains 3 Down Points	 and its max HP increases by 20%.
8110	Special Effect	The Wraith of Envy gains 4 Down Points	 and its max HP increases by 50%.
8111	Special Effect	The Wraith of Envy gains 5 Down Points	 and its max HP increases by 80%.
8112	Special Effect	When the Wraith of Envy's Eye is destroyed	 it will be revived in 2 turns instead of 3. The Eye's max HP is increased by 50%.
8113	Special Effect	When the Wraith of Envy is Weakened	 its damage taken is increased by 80% instead of 100%. Its max HP is increased by 20%.
8114	Special Effect	When the Wraith of Envy is Weakened	 its damage taken is increased by 60% instead of 100%. Its max HP is increased by 50%.
8115	Special Effect	When the Wraith of Envy is Weakened	 its damage taken is increased by 40% instead of 100%. Its max HP is increased by 80%.
8116	Special Effect	The Wraith of Envy's Berserk state gets stronger. Each turn	 damage increases by 15%	 and max HP increases by 30%.
8117	Special Effect	The Wraith of Envy's Berserk state gets stronger. Each turn	 damage increases by 20%	 and max HP increases by 65%.
8118	Special Effect	The Wraith of Envy's Berserk state gets stronger. Each turn	 damage increases by 30%	 and max HP increases by 120%.
8119	Special Effect	When the Wraith of Envy's Eye is destroyed	 it will be revived in 2 turns instead of 3. The Eye's max HP is increased by 40%.
8120	Special Effect	When the Wraith of Envy's Eye is destroyed	 it will be revived in 2 turns instead of 3. The Eye's max HP is increased by 40%.
8201	Special Effect	Jikokuten's Sword that Defends the Nation grants a 25% increased shield. Jikokuten's max HP is increased by 20%.
8202	Special Effect	Jikokuten's Sword that Defends the Nation grants a 55% increased shield. Jikokuten's max HP is increased by 50%.
8203	Special Effect	Jikokuten's Sword that Defends the Nation grants a 100% increased shield. Jikokuten's max HP is increased by 80%.
8204	Special Effect	Jikokuten's Attack increases by 10%. Targets with a shield granted by Sword that Defends the Nation have 15% increased Attack.
8205	Special Effect	Jikokuten's Attack increases by 25%. Targets with a shield granted by Sword that Defends the Nation have 25% increased Attack.
8206	Special Effect	Jikokuten's Attack increases by 40%. Targets with a shield granted by Sword that Defends the Nation have 50% increased Attack.
8207	Special Effect	Zouchouten's Growth of all Things increases damage by an additional 25%	 and Zouchouten's Attack is increased by 10%.
8208	Special Effect	Zouchouten's Growth of all Things increases damage by an additional 55%	 and Zouchouten's Attack is increased by 25%.
8209	Special Effect	Zouchouten's Growth of all Things increases damage by an additional 100%	 and Zouchouten's Attack is increased by 40%.
8210	Special Effect	Zouchouten's Growth of all Things reduces damage taken by an additional 5%	 and Zouchouten's max HP is increased by 20%.
8211	Special Effect	Zouchouten's Growth of all Things reduces damage taken by an additional 12.5%	 and Zouchouten's max HP is increased by 50%.
8212	Special Effect	Zouchouten's Growth of all Things reduces damage taken by an additional 20%	 and Zouchouten's max HP is increased by 100%.
8213	Special Effect	Targets marked by Koumokuten's Eye of Heaven take 10% increased damage. Koumokuten's Attack is increased by 10%.
8214	Special Effect	Targets marked by Koumokuten's Eye of Heaven take 25% increased damage. Koumokuten's Attack is increased by 25%.
8215	Special Effect	Targets marked by Koumokuten's Eye of Heaven take 50% increased damage. Koumokuten's Attack is increased by 40%.
8216	Special Effect	Koumokuten's Eye of Heaven now marks 2 targets. Koumokuten's max HP increases by 80%.
8217	Special Effect	Bishamonten's Parasol of Chaos changes allies' affinities to Null. Bishamonten's Attack increases by 25%.
8218	Special Effect	Bishamonten's Parasol of Chaos changes allies' affinities to Drain. Bishamonten's Attack increases by 40%.
8219	Special Effect	Bishamonten's Parasol of Chaos will target the 2 allies with the lowest HP. Bishamonten's max HP increases by 80%.
8301	Special Effect	The HP reduction effect of Horn of Pestilence increases by 15%	 and White Rider's Attack increases by 10%.
8302	Special Effect	The HP reduction effect of Horn of Pestilence increases by 20%	 and White Rider's Attack increases by 25%.
8303	Special Effect	The HP reduction effect of Horn of Pestilence increases by 30%	 and White Rider's Attack increases by 40%.
8304	Special Effect	Horn of Pestilence now targets 2 random foes	 and White Rider's max HP increases by 20%.
8305	Special Effect	Horn of Pestilence now targets 3 random foes	 and White Rider's max HP increases by 50%.
8306	Special Effect	Horn of Pestilence now targets all foes	 and White Rider's max HP increases by 80%.
8307	Special Effect	Horn of Famine increases foes' SP cost by an additional 20%	 and Black Rider's Attack increases by 10%.
8308	Special Effect	Horn of Famine increases foes' SP cost by an additional 30%	 and Black Rider's Attack increases by 25%.
8309	Special Effect	Horn of Famine increases foes' SP cost by an additional 50%	 and Black Rider's Attack increases by 40%.
8310	Special Effect	Horn of Famine now targets 2 random foes	 and Black Rider's max HP increases by 20%.
8311	Special Effect	Horn of Famine now targets 3 random foes	 and Black Rider's max HP increases by 50%.
8312	Special Effect	Horn of Famine now targets all foes	 and Black Rider's max HP increases by 80%.
8313	Special Effect	Horn of Death decreases skill healing by an additional 30%	 and Pale Rider's Attack increases by 10%.
8314	Special Effect	Horn of Death decreases skill healing by an additional 50%	 and Pale Rider's Attack increases by 25%.
8315	Special Effect	Horn of Death decreases skill healing by an additional 80%	 and Pale Rider's Attack increases by 40%.
8316	Special Effect	Horn of Death increases damage by an additional 15%	 and Pale Rider's max HP increases by 20%.
8317	Special Effect	Horn of Death increases damage by an additional 25%	 and Pale Rider's max HP increases by 50%.
8318	Special Effect	Horn of Death increases damage by an additional 40%	 and Pale Rider's max HP increases by 80%.
8319	Special Effect	While Horn of War is active	 counterattack damage is increased by 50%	 and Red Rider's Attack is increased by 25%.
8320	Special Effect	While Horn of War is active	 all allies will counterattack. Red Rider's counterattack damage is increased by 50%	 and its Attack is increased by 40%.
8322	Special Effect	AAAAAA==
8323	Special Effect	AAAAAA==
8321	Special Effect	The duration of Horn of War is increased by 1 turn	 and Red Rider's max HP is increased by 80%.
