sn	name	desc	strName
271056	Go to 3F	AAAAAA==	AAAAAA==
271057	Go to 1F	AAAAAA==	AAAAAA==
271058	Go to 3F	AAAAAA==	AAAAAA==
273006	Boys' Bathroom	AAAAAA==	AAAAAA==
273007	Girls' Bathroom	AAAAAA==	AAAAAA==
273008	Chat	AAAAAA==	AAAAAA==
273009	Chat	AAAAAA==	AAAAAA==
273010	Chat	AAAAAA==	AAAAAA==
273011	Chat	AAAAAA==	AAAAAA==
273012	Bulletin Board	AAAAAA==	AAAAAA==
30002018	Enter the classroom	AAAAAA==	AAAAAA==
271100	Boys in the Hallway	AAAAAA==	AAAAAA==
271101	Chatting Boys	AAAAAA==	AAAAAA==
271102	Chatting Students	AAAAAA==	AAAAAA==
271103	Students near Window	AAAAAA==	AAAAAA==
271104	Posing Boy	AAAAAA==	AAAAAA==
271105	Troubled Girl	AAAAAA==	AAAAAA==
271106	Large Window	AAAAAA==	AAAAAA==
271998	Go to 3F	AAAAAA==	AAAAAA==
271997	Go to 3F	AAAAAA==	AAAAAA==
271996	Go to 3F	AAAAAA==	AAAAAA==
271995	Go to 3F	AAAAAA==	AAAAAA==
271994	Go to 1F	AAAAAA==	AAAAAA==
271993	Go to 1F	AAAAAA==	AAAAAA==
271992	Go to 1F	AAAAAA==	AAAAAA==
271991	Riko Tanemura	AAAAAA==	AAAAAA==
272001	Go to 3F	AAAAAA==	AAAAAA==
272002	School Rooftop	<color=#ffffff>  </color>	AAAAAA==
272003	Go to 3F	AAAAAA==	AAAAAA==
272004	Shun Kano	AAAAAA==	AAAAAA==
272005	Shun Kano	AAAAAA==	AAAAAA==
272007	Newspaper Club Girl	AAAAAA==	AAAAAA==
272008	Listen in	AAAAAA==	AAAAAA==
272009	Newspaper Club Boy	AAAAAA==	AAAAAA==
272010	Quiet Student	AAAAAA==	AAAAAA==
272011	Perceptive Student	AAAAAA==	AAAAAA==
272012	Airsoft-Loving Student	AAAAAA==	AAAAAA==
272013	Newspaper Club Girl	AAAAAA==	AAAAAA==
272014	Gourmand Student	AAAAAA==	AAAAAA==
272015	Newspaper Club Girl	AAAAAA==	AAAAAA==
272016	Listen in	AAAAAA==	AAAAAA==
272017	Bubbly Student	AAAAAA==	AAAAAA==
273001	Academy Interior	AAAAAA==	AAAAAA==
270001	Academy Gate	AAAAAA==	AAAAAA==
270002	Classroom Bldg	AAAAAA==	AAAAAA==
273004	School Main Gate	<color=#ffffff>  </color>	AAAAAA==
273003	Shimo-Kitazawa Station	AAAAAA==	AAAAAA==
273005	Shimo-Kitazawa Station	AAAAAA==	AAAAAA==
273100	School Gate	AAAAAA==	AAAAAA==
273101	Garbage Area	AAAAAA==	AAAAAA==
273102	School Gate	AAAAAA==	AAAAAA==
273103	Students by the Flowerbed	AAAAAA==	AAAAAA==
273104	Fire Hydrant	AAAAAA==	AAAAAA==
273105	Chatting Girl	AAAAAA==	AAAAAA==
273106	Bulletin Board	AAAAAA==	AAAAAA==
273107	Chatting Students	AAAAAA==	AAAAAA==
273108	Chatting Students	AAAAAA==	AAAAAA==
273109	Students by the Flowerbed	AAAAAA==	AAAAAA==
273110	Student by the Blackboard	AAAAAA==	AAAAAA==
273111	Students by the Bench	AAAAAA==	AAAAAA==
273112	Students by the Flowerbed	AAAAAA==	AAAAAA==
273113	Students by the Flowerbed	AAAAAA==	AAAAAA==
273114	Students by the Wall	AAAAAA==	AAAAAA==
273115	Road	AAAAAA==	AAAAAA==
273116	Chatting Students	AAAAAA==	AAAAAA==
273117	Club Bulletin Board	<color=#ffffff>  </color>	AAAAAA==
273200	Namie Komatsu	AAAAAA==	AAAAAA==
273201	Namie Komatsu	AAAAAA==	AAAAAA==
273202	Momoko Sakurai	AAAAAA==	AAAAAA==
273301	Yota Kurosawa	All soccer players are welcome	 from beginners to experienced veterans. Come work up a sweat and have fun honing your skills!	AAAAAA==
273302	Event Announcements	AAAAAA==	AAAAAA==
273303	Motoha Arai	AAAAAA==	AAAAAA==
273304	Band Club - Recruiting New Members	AAAAAA==	AAAAAA==
273305	Event Announcements	AAAAAA==	AAAAAA==
275001	Go to the hallway	AAAAAA==	AAAAAA==
275002	Read a book	AAAAAA==	AAAAAA==
275003	Study	AAAAAA==	AAAAAA==
275004	Kiyoshi Kurotani	AAAAAA==	AAAAAA==
275005	Kiyoshi Kurotani	AAAAAA==	AAAAAA==
275006	Bookshelf	AAAAAA==	AAAAAA==
275007	Printer	AAAAAA==	AAAAAA==
275008	Motoha Arai	AAAAAA==	AAAAAA==
276001	Boys' Bathroom	AAAAAA==	AAAAAA==
276002	Girls' Bathroom	AAAAAA==	AAAAAA==
276011	Décor Male Student 1	Décor NPC (Male) - Non-Interactable	AAAAAA==
276012	Décor Male Student 2	Décor NPC (Male) - Non-Interactable	AAAAAA==
276013	Décor Male Student 3	Décor NPC (Male) - Non-Interactable	AAAAAA==
276014	Décor Male Student 4	Décor NPC (Male) - Non-Interactable	AAAAAA==
276015	Décor Male Student 5	Décor NPC (Male) - Non-Interactable	AAAAAA==
276016	Décor Male Student 6	Décor NPC (Male) - Non-Interactable	AAAAAA==
276017	Décor Male Student 7	Décor NPC (Male) - Non-Interactable	AAAAAA==
276018	Décor Male Student 8	Décor NPC (Male) - Non-Interactable	AAAAAA==
276019	Décor Male Student 9	Décor NPC (Male) - Non-Interactable	AAAAAA==
276020	Décor Female Student 1	Décor NPC (Male) - Non-Interactable	AAAAAA==
276021	Décor Female Student 2	Décor NPC (Male) - Non-Interactable	AAAAAA==
276022	Décor Female Student 3	Décor NPC (Female) - Non-Interactable	AAAAAA==
276023	Décor Female Student 4	Décor NPC (Female) - Non-Interactable	AAAAAA==
276024	Décor Female Student 5	Décor NPC (Female) - Non-Interactable	AAAAAA==
276025	Décor Female Student 6	Décor NPC (Female) - Non-Interactable	AAAAAA==
276026	Décor Female Student 7	Décor NPC (Female) - Non-Interactable	AAAAAA==
276027	Décor Female Student 8	Décor NPC (Female) - Non-Interactable	AAAAAA==
276028	Décor Female Student 9	Décor NPC (Female) - Non-Interactable	AAAAAA==
276029	Décor Female Student 10	Décor NPC (Female) - Non-Interactable	AAAAAA==
276030	Décor Female Student 11	Décor NPC (Female) - Non-Interactable	AAAAAA==
276031	Décor Female Student 12	Décor NPC (Female) - Non-Interactable	AAAAAA==
276032	Décor Female Student 13	Décor NPC (Female) - Non-Interactable	AAAAAA==
276033	Décor Female Student 14	Décor NPC (Female) - Non-Interactable	AAAAAA==
276034	Décor Female Student 15	Décor NPC (Female) - Non-Interactable	AAAAAA==
265001	Go to the rooftop	AAAAAA==	AAAAAA==
276051	Go to 2F	AAAAAA==	AAAAAA==
276052	Go to 2F	AAAAAA==	AAAAAA==
276053	Go to 2F	AAAAAA==	AAAAAA==
276054	Go to 2F	AAAAAA==	AAAAAA==
276055	Library	AAAAAA==	AAAAAA==
276056	Ayasa Takanashi (Discard)	The leader of the Band Club. Plays keyboard.
Responsible and musically gifted.	AAAAAA==
276057	Ayasa Takanashi (Discard)	The leader of the Band Club. Plays keyboard.
Responsible and musically gifted.	AAAAAA==
276058	Band Club (Discard)	Join Band Club Practice	AAAAAA==
276060	Band Club	<color=#ffffff>  </color>	AAAAAA==
276061	Ritsuka Takanashi	Vice President & Keyboardist	AAAAAA==
276062	Tsurumi Horikita	AAAAAA==	AAAAAA==
276063	Ritsuka Takanashi	AAAAAA==	AAAAAA==
276070	Taiko Saito	AAAAAA==	AAAAAA==
276100	Talking Students	AAAAAA==	AAAAAA==
276101	Display Case	AAAAAA==	AAAAAA==
276102	Troubled Girl	AAAAAA==	AAAAAA==
276103	Arguing Students	AAAAAA==	AAAAAA==
276104	Arguing Students	AAAAAA==	AAAAAA==
276105	Chatting Students	AAAAAA==	AAAAAA==
276106	Chatting Students	AAAAAA==	AAAAAA==
276107	Whispering Students	AAAAAA==	AAAAAA==
276201	Classroom Bldg 3F	<color=#ffffff>  </color>	AAAAAA==
276901	Kokatsu Academy Female Student 01	AAAAAA==	AAAAAA==
276902	Kokatsu Academy Female Student 02	AAAAAA==	AAAAAA==
276903	Kokatsu Academy Female Student 03	AAAAAA==	AAAAAA==
276904	Kokatsu Academy Female Student 04	AAAAAA==	AAAAAA==
276905	Kokatsu Academy Female Student 05	AAAAAA==	AAAAAA==
278001	Go to the hallway	AAAAAA==	AAAAAA==
278002	Electric Piano	AAAAAA==	AAAAAA==
278003	Drum Set	AAAAAA==	AAAAAA==
278100	Ritsuka Takanashi	Vice President & Keyboardist	AAAAAA==
278101	Tsurumi Horikita	AAAAAA==	AAAAAA==
278102	Taiko Saito	AAAAAA==	AAAAAA==
278110	Ritsuka Takanashi	Vice President & Keyboardist	AAAAAA==
278111	Tsurumi Horikita	AAAAAA==	AAAAAA==
278112	Taiko Saito	AAAAAA==	AAAAAA==
278120	Ritsuka Takanashi	Vice President & Keyboardist	AAAAAA==
278121	Tsurumi Horikita	AAAAAA==	AAAAAA==
278122	Taiko Saito	AAAAAA==	AAAAAA==
278123	Ritsuka Takanashi	Vice President & Keyboardist	AAAAAA==
278124	Tsurumi Horikita	AAAAAA==	AAAAAA==
278125	Taiko Saito	AAAAAA==	AAAAAA==
278130	Ritsuka Takanashi	Vice President & Keyboardist	AAAAAA==
278131	Tsurumi Horikita	AAAAAA==	AAAAAA==
278132	Taiko Saito	AAAAAA==	AAAAAA==
278133	Ritsuka Takanashi	Vice President & Keyboardist	AAAAAA==
278134	Tsurumi Horikita	AAAAAA==	AAAAAA==
278135	Taiko Saito	AAAAAA==	AAAAAA==
280001	Go home	AAAAAA==	AAAAAA==
280002	Go home	AAAAAA==	AAAAAA==
280003	Station	AAAAAA==	AAAAAA==
280005	Omotesando	<color=#ffffff>  </color>	AAAAAA==
280006	Yakitori Stand	AAAAAA==	AAAAAA==
280007	Yakitori Stand	AAAAAA==	AAAAAA==
280008	Home	<color=#ffffff>  </color>	AAAAAA==
280010	Orange Tabby	AAAAAA==	AAAAAA==
280011	Orange Tabby	AAAAAA==	AAAAAA==
280012	Heritage Kitchen	<color=#ffffff>  </color>	AAAAAA==
280013	Supermarket	<color=#ffffff>  </color>	AAAAAA==
280014	Capsule Machine	<color=#ffffff>  </color>	AAAAAA==
280100	Yuta Sato	AAAAAA==	AAAAAA==
280101	File	AAAAAA==	AAAAAA==
280102	Anderson	AAAAAA==	AAAAAA==
280103	Over the Wall	AAAAAA==	AAAAAA==
280104	Listen to conversation	AAAAAA==	AAAAAA==
280105	Tetsunojou Shishida	AAAAAA==	AAAAAA==
281001	Heritage Kitchen Door	AAAAAA==	AAAAAA==
280106	Yuta Sato	AAAAAA==	AAAAAA==
281002	Heritage Kitchen: Closed	AAAAAA==	AAAAAA==
281003	Heritage Kitchen: Open	AAAAAA==	AAAAAA==
281004	Bakery	AAAAAA==	AAAAAA==
281005	Sweets Shop	AAAAAA==	AAAAAA==
281006	Trashcan	AAAAAA==	AAAAAA==
281007	Flowers in Bloom	AAAAAA==	AAAAAA==
281008	Lady Eyeing the Info Desk	AAAAAA==	AAAAAA==
281009	Snack Bar	AAAAAA==	AAAAAA==
281010	Vending Machine	<color=#ffffff>  </color>	AAAAAA==
281011	Narrow Stairs	AAAAAA==	AAAAAA==
281012	Restaurant	AAAAAA==	AAAAAA==
281013	Veterinary Hospital	AAAAAA==	AAAAAA==
281014	Cleaners	AAAAAA==	AAAAAA==
281015	Diligent Businessman	AAAAAA==	AAAAAA==
281016	Empty Corner	AAAAAA==	AAAAAA==
281017	Platform	AAAAAA==	AAAAAA==
281018	Kayo Tomiyama	<color=#ffffff>  </color>	AAAAAA==
281019	Kayo Tomiyama	<color=#ffffff>  </color>	AAAAAA==
280020	Minami Miyashita	<color=#ffffff>  </color>	AAAAAA==
280300	Tabby's Treasure Hunt	AAAAAA==	AAAAAA==
280301	Tabby's Treasure Hunt	AAAAAA==	AAAAAA==
280302	Tabby's Treasure Hunt	AAAAAA==	AAAAAA==
280303	Tabby's Treasure Hunt	AAAAAA==	AAAAAA==
280304	Tabby's Treasure Hunt	AAAAAA==	AAAAAA==
280305	Tabby's Treasure Hunt	AAAAAA==	AAAAAA==
280307	Old Man	AAAAAA==	AAAAAA==
280308	Suspicious Businessman	AAAAAA==	AAAAAA==
280310	Girl with Ponytail	AAAAAA==	AAAAAA==
280311	Kid Playing Alone	AAAAAA==	AAAAAA==
280312	Minami Miyashita	AAAAAA==	AAAAAA==
280313	Kids	AAAAAA==	AAAAAA==
280314	Kids	AAAAAA==	AAAAAA==
280315	Kids	AAAAAA==	AAAAAA==
280316	Minami Miyashita	AAAAAA==	AAAAAA==
280317	Hiroto	AAAAAA==	AAAAAA==
280318	Hiroto's Mother	AAAAAA==	AAAAAA==
280319	Minami Miyashita	AAAAAA==	AAAAAA==
280320	Wait for Minami	AAAAAA==	AAAAAA==
280321	Minami Miyashita	AAAAAA==	AAAAAA==
281300	Orange Tabby	AAAAAA==	AAAAAA==
281020	Motoha Arai	AAAAAA==	AAAAAA==
281021	Notice of Closure	AAAAAA==	AAAAAA==
281022	Orange Tabby	AAAAAA==	AAAAAA==
30001001	Spectator 1	AAAAAA==	AAAAAA==
30001002	Spectator 2	AAAAAA==	AAAAAA==
30001003	Spectator 3	AAAAAA==	AAAAAA==
30001004	Spectator 4	AAAAAA==	AAAAAA==
30001005	Spectator 5	AAAAAA==	AAAAAA==
30001006	Spectator 6	AAAAAA==	AAAAAA==
30001007	Spectator 7	AAAAAA==	AAAAAA==
30001008	Spectator 8	AAAAAA==	AAAAAA==
30001009	Spectator 9	AAAAAA==	AAAAAA==
30001010	Spectator 10	AAAAAA==	AAAAAA==
30002001	Spectator 1	AAAAAA==	AAAAAA==
30002002	Spectator 2	AAAAAA==	AAAAAA==
30002003	Spectator 3	AAAAAA==	AAAAAA==
30002004	Spectator 4	AAAAAA==	AAAAAA==
30002005	Spectator 5	AAAAAA==	AAAAAA==
30002006	Spectator 6	AAAAAA==	AAAAAA==
30002007	Spectator 7	AAAAAA==	AAAAAA==
30002008	Spectator 8	AAAAAA==	AAAAAA==
30002009	Spectator 9	AAAAAA==	AAAAAA==
30002010	Spectator 10	AAAAAA==	AAAAAA==
30001011	Host	AAAAAA==	AAAAAA==
30002011	Host	AAAAAA==	AAAAAA==
30001012	Camera	AAAAAA==	AAAAAA==
30002012	Camera	AAAAAA==	AAAAAA==
300000	Pedestrian Zone	<color=#ffffff>  </color>	AAAAAA==
300001	Fried Food Shop	<color=#ffffff>  </color>	AAAAAA==
300002	Stationery Store	<color=#ffffff>  </color>	AAAAAA==
300003	Vintage Clothing Store	<color=#ffffff>  </color>	AAAAAA==
300004	Shinmyoji	<color=#ffffff>  </color>	AAAAAA==
300005	Chinese Bun Shop	<color=#ffffff>  </color>	AAAAAA==
300006	Karaoke	<color=#ffffff>  </color>	AAAAAA==
300007	Imported Grocery	<color=#ffffff>  </color>	AAAAAA==
300008	Jazz Club	<color=#ffffff>  </color>	AAAAAA==
300009	Darts & Billiards	<color=#ffffff>  </color>	AAAAAA==
300010	Open Café	<color=#ffffff>  </color>	AAAAAA==
300011	Crystal Healing	<color=#ffffff>  </color>	AAAAAA==
300012	Information Desk	<color=#ffffff>  </color>	AAAAAA==
300013	Station	AAAAAA==	AAAAAA==
300014	Vending Machine	<color=#ffffff>  </color>	AAAAAA==
300015	Capsule Machine	<color=#ffffff>  </color>	AAAAAA==
300016	Snack Shop	AAAAAA==	AAAAAA==
300017	Bank	AAAAAA==	AAAAAA==
300018	Hat Store	AAAAAA==	AAAAAA==
300019	Revolving Sushi Restaurant	AAAAAA==	AAAAAA==
300020	Cell Phone Shop	AAAAAA==	AAAAAA==
300021	Bakery	AAAAAA==	AAAAAA==
300022	Taiyaki Shop	AAAAAA==	AAAAAA==
300023	Sock Shop	AAAAAA==	AAAAAA==
300024	Ice Cream Shop	AAAAAA==	AAAAAA==
300025	Realtor	AAAAAA==	AAAAAA==
300026	Shopping District Center	AAAAAA==	AAAAAA==
300027	Udon Shop	AAAAAA==	AAAAAA==
300028	Asian Grocery	AAAAAA==	AAAAAA==
300029	Furniture Store	AAAAAA==	AAAAAA==
300030	Izakaya	AAAAAA==	AAAAAA==
300031	Izakaya	AAAAAA==	AAAAAA==
300032	Izakaya	AAAAAA==	AAAAAA==
300033	Izakaya	AAAAAA==	AAAAAA==
300034	Izakaya	AAAAAA==	AAAAAA==
300035	Izakaya	AAAAAA==	AAAAAA==
300036	Izakaya	AAAAAA==	AAAAAA==
300037	Izakaya	AAAAAA==	AAAAAA==
300038	Izakaya	AAAAAA==	AAAAAA==
300039	Yakitori Stand	AAAAAA==	AAAAAA==
300040	Izakaya	AAAAAA==	AAAAAA==
300041	Ramen Shop	AAAAAA==	AAAAAA==
300042	Izakaya	AAAAAA==	AAAAAA==
300043	Izakaya	AAAAAA==	AAAAAA==
300044	Record Shop	AAAAAA==	AAAAAA==
300045	Music Store	AAAAAA==	AAAAAA==
300046	Backstreets	AAAAAA==	AAAAAA==
300047	Pasta Shop	AAAAAA==	AAAAAA==
300048	Residential District	AAAAAA==	AAAAAA==
300049	Bicycle Store	AAAAAA==	AAAAAA==
300050	Imported Toy Store	AAAAAA==	AAAAAA==
300051	Wine Bar	AAAAAA==	AAAAAA==
300052	Steakhouse	AAAAAA==	AAAAAA==
300053	Antique Shop	AAAAAA==	AAAAAA==
300054	Outdoor Goods Shop	AAAAAA==	AAAAAA==
300055	Donut Shop	AAAAAA==	AAAAAA==
300056	Glasses Shop	AAAAAA==	AAAAAA==
300057	To the station	AAAAAA==	AAAAAA==
300058	Colorful Lights	AAAAAA==	AAAAAA==
300059	Sofa	AAAAAA==	AAAAAA==
300060	Tree	AAAAAA==	AAAAAA==
300061	Bus Stop	AAAAAA==	AAAAAA==
300062	Graffiti on Wall	AAAAAA==	AAAAAA==
300063	Miyu Sahara	<color=#ffffff>  </color>	AAAAAA==
300064	Miyu's Box	AAAAAA==	AAAAAA==
300065	Miyu's Handbag	AAAAAA==	AAAAAA==
300066	Capsule Machine	<color=#ffffff>  </color>	AAAAAA==
300300	Unenthusiastic Man	AAAAAA==	AAAAAA==
300301	Picky Traveler	AAAAAA==	AAAAAA==
300302	Student-like Girl	AAAAAA==	AAAAAA==
300303	Passionate Guide	AAAAAA==	AAAAAA==
300304	Student-like Girl	AAAAAA==	AAAAAA==
300305	Harris	AAAAAA==	AAAAAA==
300306	Kazuhiko Tsuda	AAAAAA==	AAAAAA==
300307	Kazuhiko Tsuda	<color=#ffffff>  </color>	AAAAAA==
300308	Izakaya	AAAAAA==	AAAAAA==
300309	Ghostly Customer	AAAAAA==	AAAAAA==
300310	Izakaya	AAAAAA==	AAAAAA==
300311	Ghostly Customer	AAAAAA==	AAAAAA==
300312	Yakitori Stand	AAAAAA==	AAAAAA==
300313	Ghostly Customer	AAAAAA==	AAAAAA==
300314	Hidden Place	AAAAAA==	AAAAAA==
300315	Hidden Place	AAAAAA==	AAAAAA==
300316	Neko Takahashi	<color=#ffffff>  </color>	AAAAAA==
31000001	North Passage Destructible Point 01	AAAAAA==	AAAAAA==
31000002	North Passage Destructible Point 02	AAAAAA==	AAAAAA==
31000003	North Passage Destructible Point 03	AAAAAA==	AAAAAA==
31000004	North Passage Destructible Point 04	AAAAAA==	AAAAAA==
31000005	North Passage Destructible Point 05	AAAAAA==	AAAAAA==
31000006	North Passage Destructible Point 06	AAAAAA==	AAAAAA==
31000007	North Passage Destructible Point 07	AAAAAA==	AAAAAA==
31000008	North Passage Destructible Point 08	AAAAAA==	AAAAAA==
31000009	North Passage Destructible Point 09	AAAAAA==	AAAAAA==
31000010	North Passage Destructible Point 10	AAAAAA==	AAAAAA==
31000011	North Passage Destructible Point 11	AAAAAA==	AAAAAA==
31000012	North Passage Destructible Point 12	AAAAAA==	AAAAAA==
31000013	North Passage Destructible Point 13	AAAAAA==	AAAAAA==
31000014	North Passage Destructible Point 14	AAAAAA==	AAAAAA==
31000015	North Passage Destructible Point 15	AAAAAA==	AAAAAA==
31000016	North Passage Destructible Point 16	AAAAAA==	AAAAAA==
31000017	North Passage Destructible Point 17	AAAAAA==	AAAAAA==
31000018	North Passage Destructible Point 18	AAAAAA==	AAAAAA==
31000019	North Passage Destructible Point 19	AAAAAA==	AAAAAA==
31000020	North Passage Destructible Point 20	AAAAAA==	AAAAAA==
31000101	East Passage Destructible Point 01	AAAAAA==	AAAAAA==
31000102	East Passage Destructible Point 02	AAAAAA==	AAAAAA==
31000103	East Passage Destructible Point 03	AAAAAA==	AAAAAA==
31000104	East Passage Destructible Point 04	AAAAAA==	AAAAAA==
31000105	East Passage Destructible Point 05	AAAAAA==	AAAAAA==
31000106	East Passage Destructible Point 06	AAAAAA==	AAAAAA==
31000107	East Passage Destructible Point 07	AAAAAA==	AAAAAA==
31000108	East Passage Destructible Point 08	AAAAAA==	AAAAAA==
31000109	East Passage Destructible Point 09	AAAAAA==	AAAAAA==
31000110	East Passage Destructible Point 10	AAAAAA==	AAAAAA==
31000111	East Passage Destructible Point 11	AAAAAA==	AAAAAA==
31000112	East Passage Destructible Point 12	AAAAAA==	AAAAAA==
31000113	East Passage Destructible Point 13	AAAAAA==	AAAAAA==
31000114	East Passage Destructible Point 14	AAAAAA==	AAAAAA==
31000115	East Passage Destructible Point 15	AAAAAA==	AAAAAA==
31000116	East Passage Destructible Point 16	AAAAAA==	AAAAAA==
31000117	East Passage Destructible Point 17	AAAAAA==	AAAAAA==
31000118	East Passage Destructible Point 18	AAAAAA==	AAAAAA==
31000119	East Passage Destructible Point 19	AAAAAA==	AAAAAA==
31000120	East Passage Destructible Point 20	AAAAAA==	AAAAAA==
31000201	West Passage Destructible Point 01	AAAAAA==	AAAAAA==
31000202	West Passage Destructible Point 02	AAAAAA==	AAAAAA==
31000203	West Passage Destructible Point 03	AAAAAA==	AAAAAA==
31000204	West Passage Destructible Point 04	AAAAAA==	AAAAAA==
31000205	West Passage Destructible Point 05	AAAAAA==	AAAAAA==
31000206	West Passage Destructible Point 06	AAAAAA==	AAAAAA==
31000207	West Passage Destructible Point 07	AAAAAA==	AAAAAA==
31000208	West Passage Destructible Point 08	AAAAAA==	AAAAAA==
31000209	West Passage Destructible Point 09	AAAAAA==	AAAAAA==
31000210	West Passage Destructible Point 10	AAAAAA==	AAAAAA==
31000211	West Passage Destructible Point 11	AAAAAA==	AAAAAA==
31000212	West Passage Destructible Point 12	AAAAAA==	AAAAAA==
31000213	West Passage Destructible Point 13	AAAAAA==	AAAAAA==
31000214	West Passage Destructible Point 14	AAAAAA==	AAAAAA==
31000215	West Passage Destructible Point 15	AAAAAA==	AAAAAA==
31000216	West Passage Destructible Point 16	AAAAAA==	AAAAAA==
31000217	West Passage Destructible Point 17	AAAAAA==	AAAAAA==
31000218	West Passage Destructible Point 18	AAAAAA==	AAAAAA==
31000219	West Passage Destructible Point 19	AAAAAA==	AAAAAA==
31000220	West Passage Destructible Point 20	AAAAAA==	AAAAAA==
16100000	Merope	AAAAAA==	AAAAAA==
16101002	Trial Part 1	AAAAAA==	AAAAAA==
16101003	Trial Part 2	AAAAAA==	AAAAAA==
16101004	Trial Part 3	AAAAAA==	AAAAAA==
16101005	Trial Part 1	AAAAAA==	AAAAAA==
16101006	Trial Part 2	AAAAAA==	AAAAAA==
16101007	Trial Part 3	AAAAAA==	AAAAAA==
16101008	Trial Part 1	AAAAAA==	AAAAAA==
16101009	Trial Part 2	AAAAAA==	AAAAAA==
16101010	Trial Part 3	AAAAAA==	AAAAAA==
16102002	Trial Part 1	AAAAAA==	AAAAAA==
16102003	Trial Part 2	AAAAAA==	AAAAAA==
16102004	Trial Part 3	AAAAAA==	AAAAAA==
16102005	Trial Part 1	AAAAAA==	AAAAAA==
16102006	Trial Part 2	AAAAAA==	AAAAAA==
16102007	Trial Part 3	AAAAAA==	AAAAAA==
16102008	Trial Part 1	AAAAAA==	AAAAAA==
16102009	Trial Part 2	AAAAAA==	AAAAAA==
16102010	Trial Part 3	AAAAAA==	AAAAAA==
16103010	Trial Part 1	AAAAAA==	AAAAAA==
16103011	Trial Part 2	AAAAAA==	AAAAAA==
16103012	Trial Part 3	AAAAAA==	AAAAAA==
16103013	Trial Part 1	AAAAAA==	AAAAAA==
16103014	Trial Part 2	AAAAAA==	AAAAAA==
16103015	Trial Part 3	AAAAAA==	AAAAAA==
16103016	Trial Part 1	AAAAAA==	AAAAAA==
16103017	Trial Part 2	AAAAAA==	AAAAAA==
16103018	Trial Part 3	AAAAAA==	AAAAAA==
16104010	Trial Part 1	AAAAAA==	AAAAAA==
16104011	Trial Part 2	AAAAAA==	AAAAAA==
16104012	Trial Part 3	AAAAAA==	AAAAAA==
16104013	Trial Part 1	AAAAAA==	AAAAAA==
16104014	Trial Part 2	AAAAAA==	AAAAAA==
16104015	Trial Part 3	AAAAAA==	AAAAAA==
16104016	Trial Part 1	AAAAAA==	AAAAAA==
16104017	Trial Part 2	AAAAAA==	AAAAAA==
16104018	Trial Part 3	AAAAAA==	AAAAAA==
16105010	Trial Part 1	AAAAAA==	AAAAAA==
16105011	Trial Part 2	AAAAAA==	AAAAAA==
16105012	Trial Part 3	AAAAAA==	AAAAAA==
16105013	Trial Part 1	AAAAAA==	AAAAAA==
16105014	Trial Part 2	AAAAAA==	AAAAAA==
16105015	Trial Part 3	AAAAAA==	AAAAAA==
16105016	Trial Part 1	AAAAAA==	AAAAAA==
16105017	Trial Part 2	AAAAAA==	AAAAAA==
16105018	Trial Part 3	AAAAAA==	AAAAAA==
16106010	Trial Part 1	AAAAAA==	AAAAAA==
16106011	Trial Part 2	AAAAAA==	AAAAAA==
16106012	Trial Part 3	AAAAAA==	AAAAAA==
16106013	Trial Part 1	AAAAAA==	AAAAAA==
16106014	Trial Part 2	AAAAAA==	AAAAAA==
16106015	Trial Part 3	AAAAAA==	AAAAAA==
16106016	Trial Part 1	AAAAAA==	AAAAAA==
16106017	Trial Part 2	AAAAAA==	AAAAAA==
16106018	Trial Part 3	AAAAAA==	AAAAAA==
16107010	Trial Part 1	AAAAAA==	AAAAAA==
16107011	Trial Part 2	AAAAAA==	AAAAAA==
16107012	Trial Part 3	AAAAAA==	AAAAAA==
16107013	Trial Part 1	AAAAAA==	AAAAAA==
16107014	Trial Part 2	AAAAAA==	AAAAAA==
16107015	Trial Part 3	AAAAAA==	AAAAAA==
16107016	Trial Part 1	AAAAAA==	AAAAAA==
16107017	Trial Part 2	AAAAAA==	AAAAAA==
16107018	Trial Part 3	AAAAAA==	AAAAAA==
32001000	Next Station	AAAAAA==	AAAAAA==
32011000	Next Station	AAAAAA==	AAAAAA==
32012000	Next Station	AAAAAA==	AAAAAA==
32021000	Next Station	AAAAAA==	AAAAAA==
32022000	Next Station	AAAAAA==	AAAAAA==
32023000	Next Station	AAAAAA==	AAAAAA==
32031000	Next Station	AAAAAA==	AAAAAA==
32032000	Next Station	AAAAAA==	AAAAAA==
32033000	Next Station	AAAAAA==	AAAAAA==
32000001	Marthym	AAAAAA==	AAAAAA==
32000002	Wandering Shadow	AAAAAA==	AAAAAA==
32000003	Agitated Shadow	AAAAAA==	AAAAAA==
32000004	Savage Shadow	AAAAAA==	AAAAAA==
32000005	Treasure Demon	AAAAAA==	AAAAAA==
32000006	Stubborn Shadow	AAAAAA==	AAAAAA==
32000007	Train	AAAAAA==	AAAAAA==
32000008	Gate NPC	AAAAAA==	AAAAAA==
32001001	Train	AAAAAA==	AAAAAA==
32012001	Train	AAAAAA==	AAAAAA==
32021001	Train	AAAAAA==	AAAAAA==
32022001	Train	AAAAAA==	AAAAAA==
32023001	Train	AAAAAA==	AAAAAA==
32031001	Train	AAAAAA==	AAAAAA==
32032001	Train	AAAAAA==	AAAAAA==
32033001	Train	AAAAAA==	AAAAAA==
32030001	Office Worker's Shadow	AAAAAA==	AAAAAA==
