sn	name	desc
40061	Spaceport: Central Factory	Collab 3 Battle Test
40062	Spaceport: Transfer Line	Collab 3 Battle Test
40063	Spaceport: Weapon Production	Error: tnxotb-[Scene_desc_40063]
40064	Spaceport: Weapon Maintenance	Error: tnxotb-[Scene_desc_40064]
40066	Chapter 3 & 4 Story Scene	Chapter 3 & 4 Screen Scene
41001	Safe Room	Collab 1 Old Castle Underground Prison: Safe Room
41002	Safe Room	Collab 1 Old Castle Interior: Safe Room
41011	Castle Gate	Old Castle
41012	Central Hall	Old Castle
41013	Central Hall	Old Castle
41021	Central Hall	Old Castle
41031	Central Hall	Old Castle
41032	Underground Walkway	Old Castle
41033	Central Tower: Bottom	Old Castle
41041	Central Hall	Old Castle
41042	Castle Gate	Old Castle
41043	West Building 2F	Old Castle
41044	Hidden Room	Old Castle
41051	West Building 2F	Old Castle
41052	West Building 1F	Old Castle
41053	Central Hall	Old Castle
41061	Underground Prison 2F	Old Castle
41071	Underground Prison 1F	Old Castle
41072	Hidden Room	Old Castle
41081	West Building 1F	Old Castle
41091	Underground Prison 1F	Old Castle
41092	Underground Walkway	Old Castle
41093	Training Hall of Love	Old Castle
41094	Hidden Room	Old Castle
41101	Training Hall of Love	Old Castle
41111	Central Tower: Top	Old Castle
41112	Central Tower: Bottom	Old Castle
41113	Central Tower	Old Castle
41121	East Building Annex	Old Castle
41131	East Building Annex	Old Castle
41141	East Building Annex	Old Castle
41142	East Building 3F	Old Castle
41151	East Building 3F	Old Castle
41161	Central Tower: Top	Old Castle
41162	King's Room	Old Castle
41163	Castle Gate	Old Castle
41164	Shibuya	Shibuya
41165	Safe Room	Castle Interior: Safe Room
41166	Safe Room	Underground Prison: Safe Room
42011	Museum Entrance	Museum
42012	SP Exhibition Room	Museum
42021	SP Exhibition Room	Museum
42031	1st Exhibition Room	Museum
42041	2nd Exhibition Room	Museum
42051	Central Garden	Museum
42052	???	Museum
42053	Treasure Hall: Main Hall	Museum
42061	Treasure Hall: Main Hall	Museum
42071	Treasure Hall: Lounge	Museum
42081	Treasure Hall: Lounge	Museum
42082	Treasure Hall: Gallery	Museum
42091	Treasure Hall: Gallery	Museum
42092	???	Museum
42093	???	Museum
42101	Central Garden	Museum
42102	Museum Entrance	Museum
42111	Bank Entrance	Bank
42112	Front Hall	Bank
42121	Front Hall	Bank
42131	Front Hall	Bank
42132	Staff Passageway	Bank
42141	Staff Passageway	Bank
42151	Staff Passageway	Bank
42161	Laundering Office	Bank
42162	Laundering Office	Bank
42171	Underground Vault: Entrance	Bank
42172	Underground Vault: Entrance	Bank
42181	Underground Vault: Entrance	Bank
42191	Underground Vault: Entrance	Bank
42201	Underground Vault: Entrance	Bank
42202	Underground Vault: Core Area	Bank
42203	Bank Entrance	Bank
42204	Shibuya	Shibuya Station Front
42205	Underground Vault: Entrance	Bank
43011	Desert Town	Pyramid
43042	Great Corridor	Pyramid
43021	Entrance	Pyramid
43022	Underground Cavern	Pyramid
43023	Underground Cavern	Pyramid
43024	Underground Walkway	Pyramid
43031	Underground Walkway	Pyramid
43052	Great Corridor	Pyramid
43032	Chamber of Sarcophagi	Pyramid
43033	Great Corridor	Pyramid
43041	Chamber of Rejection	Pyramid
43051	Chamber of Rejection	Pyramid
43061	Chamber of Guilt	Pyramid
43062	Great Corridor	Pyramid
43071	Chamber of Sanctuary 1F	Pyramid
43102	Facility Passageway Upper	Spaceport
43070	Chamber of Sanctuary 1F	Pyramid
43081	Chamber of Sanctuary 2F	Pyramid
43080	Chamber of Sanctuary 2F	Pyramid
43082	Great Corridor	Pyramid
43091	Chamber of Emptiness	Pyramid
43101	Summit	Pyramid
44041	Transfer Line: Lower	Spaceport
44051	Barracks	Spaceport
44061	Barracks	Spaceport
44011	Facility Passageway Lower	Spaceport
44021	Facility Surroundings	Spaceport
44031	Facility Surroundings	Spaceport
44071	Transfer Line: Lower	Spaceport
44105	Shibuya	Shibuya Station Front
49999	Interlude	Interlude
50001	Thieves Den	AAAAAA==
100000	Story	Dark Room
199901	Old Castle 2F	Old Castle 2F
130003	Old Castle: Castle Gate	Distorted Castle 1-3-1 Old Castle: Gate
44012	Facility Passageway Upper	Spaceport
130005	Brawl Bots Dungeon	Brawl Bots Dungeon
200001	Machinery Room	Machinery Room
999985	Companio	Companio
999986	The Velvet Room	The Velvet Room
999987	Chamber of Recollections	Error: tnxotb-[Scene_desc_999987]
999988	Chamber of Recollections	Recollections TL Exclusive Scene
44081	Central Factory	Spaceport
44082	Transfer Line: Lower	Spaceport
44091	Weapon Maintenance	Spaceport
44092	Weapon Production	Spaceport
44101	Weapon Maintenance	Spaceport
44102	Weapon Production	Spaceport
44103	Short Passageway	Spaceport
44104	Loop Passageway	Spaceport
999990	The Velvet Room	The Velvet Room
44106	Spaceport Post: Boss Battle Loop Scene	Spaceport
999991	Mementos Entrance	Mementos Entrance
999992	Path of Qimranut	Path of Qimranut
999993	The Velvet Room	Error: tnxotb-[Scene_desc_999993]
999995	Shimo-Kitazawa	Shimo-Kitazawa Station
999996	Shimo-Kitazawa	School Route
999997	The Velvet Room	The Velvet Room
999998	Mementos Prologue	Mementos Substitute
999999	Story	Dark Room
200000000	Shimo-Kitazawa	Error: tnxotb-[Scene_desc_200000000]
